"Ano";"Municipio";"Casos"
"2015";"Adamantina";1302
"2015";"Adolfo";155
"2015";"Aguaí";2533
"2015";"Águas da Prata";395
"2015";"Águas de Lindóia";355
"2015";"Águas de Santa Bárbara";74
"2015";"Águas de São Pedro";58
"2015";"Agudos";1329
"2015";"Alambari";81
"2015";"Alfredo Marcondes";60
"2015";"Altair";143
"2015";"Altinópolis";118
"2015";"Alto Alegre";127
"2015";"Alumínio";315
"2015";"Álvares Florence";67
"2015";"Álvares Machado";484
"2015";"Álvaro de Carvalho";89
"2015";"Alvinlândia";77
"2015";"Americana";12870
"2015";"Américo Brasiliense";935
"2015";"Américo de Campos";118
"2015";"Amparo";7397
"2015";"Analândia";183
"2015";"Andradina";2240
"2015";"Angatuba";380
"2015";"Anhembi";221
"2015";"Anhumas";128
"2015";"Aparecida";1418
"2015";"Aparecida d'Oeste";275
"2015";"Apiaí";134
"2015";"Araçariguama";409
"2015";"Araçatuba";3017
"2015";"Araçoiaba da Serra";306
"2015";"Aramina";8
"2015";"Arandu";18
"2015";"Arapeí";109
"2015";"Araraquara";5933
"2015";"Araras";3953
"2015";"Arco-Íris";63
"2015";"Arealva";511
"2015";"Areias";15
"2015";"Areiópolis";480
"2015";"Ariranha";270
"2015";"Artur Nogueira";880
"2015";"Arujá";3247
"2015";"Aspásia";108
"2015";"Assis";5095
"2015";"Atibaia";2063
"2015";"Auriflama";298
"2015";"Avaí";354
"2015";"Avanhandava";147
"2015";"Avaré";669
"2015";"Bady Bassitt";788
"2015";"Balbinos";99
"2015";"Bálsamo";422
"2015";"Bananal";393
"2015";"Barão de Antonina";14
"2015";"Barbosa";249
"2015";"Bariri";190
"2015";"Barra Bonita";174
"2015";"Barra do Chapéu";2
"2015";"Barra do Turvo";28
"2015";"Barretos";2597
"2015";"Barrinha";244
"2015";"Barueri";10924
"2015";"Bastos";659
"2015";"Batatais";797
"2015";"Bauru";10760
"2015";"Bebedouro";8024
"2015";"Bento de Abreu";25
"2015";"Bernardino de Campos";93
"2015";"Bertioga";3011
"2015";"Bilac";244
"2015";"Birigui";7905
"2015";"Biritiba Mirim";66
"2015";"Boa Esperança do Sul";296
"2015";"Bocaina";84
"2015";"Bofete";46
"2015";"Boituva";2194
"2015";"Bom Jesus dos Perdões";490
"2015";"Bom Sucesso de Itararé";3
"2015";"Borá";75
"2015";"Boracéia";78
"2015";"Borborema";738
"2015";"Borebi";20
"2015";"Botucatu";1830
"2015";"Bragança Paulista";1341
"2015";"Braúna";325
"2015";"Brejo Alegre";29
"2015";"Brodowski";369
"2015";"Brotas";385
"2015";"Buri";404
"2015";"Buritama";897
"2015";"Buritizal";1
"2015";"Cabrália Paulista";116
"2015";"Cabreúva";362
"2015";"Caçapava";1281
"2015";"Cachoeira Paulista";441
"2015";"Caconde";166
"2015";"Cafelândia";257
"2015";"Caiabu";28
"2015";"Caieiras";744
"2015";"Caiuá";62
"2015";"Cajamar";3418
"2015";"Cajati";40
"2015";"Cajobi";246
"2015";"Cajuru";911
"2015";"Campina do Monte Alegre";33
"2015";"Campinas";77109
"2015";"Campo Limpo Paulista";344
"2015";"Campos do Jordão";15
"2015";"Campos Novos Paulista";77
"2015";"Cananéia";181
"2015";"Canas";47
"2015";"Cândido Mota";4417
"2015";"Cândido Rodrigues";57
"2015";"Canitar";14
"2015";"Capão Bonito";475
"2015";"Capela do Alto";64
"2015";"Capivari";3048
"2015";"Caraguatatuba";9660
"2015";"Carapicuíba";1473
"2015";"Casa Branca";872
"2015";"Cássia dos Coqueiros";1
"2015";"Castilho";933
"2015";"Catanduva";12832
"2015";"Catiguá";272
"2015";"Cedral";509
"2015";"Cerqueira César";45
"2015";"Cerquilho";394
"2015";"Cesário Lange";154
"2015";"Charqueada";196
"2015";"Chavantes";261
"2015";"Clementina";88
"2015";"Colina";990
"2015";"Colômbia";212
"2015";"Conchal";3020
"2015";"Conchas";1107
"2015";"Cordeirópolis";969
"2015";"Coroados";193
"2015";"Coronel Macedo";26
"2015";"Corumbataí";148
"2015";"Cosmópolis";626
"2015";"Cosmorama";163
"2015";"Cotia";3381
"2015";"Cravinhos";178
"2015";"Cruzália";136
"2015";"Cruzeiro";377
"2015";"Cubatão";1028
"2015";"Cunha";2
"2015";"Descalvado";1604
"2015";"Diadema";6328
"2015";"Dirce Reis";53
"2015";"Divinolândia";16
"2015";"Dobrada";111
"2015";"Dois Córregos";608
"2015";"Dolcinópolis";237
"2015";"Dourado";95
"2015";"Dracena";1408
"2015";"Duartina";144
"2015";"Dumont";260
"2015";"Echaporã";69
"2015";"Eldorado";2
"2015";"Elias Fausto";1017
"2015";"Elisiário";152
"2015";"Embaúba";97
"2015";"Embu-Guaçu";429
"2015";"Embu das Artes";1720
"2015";"Emilianópolis";9
"2015";"Engenheiro Coelho";949
"2015";"Espírito Santo do Pinhal";1945
"2015";"Espírito Santo do Turvo";76
"2015";"Estiva Gerbi";691
"2015";"Estrela d'Oeste";1826
"2015";"Estrela do Norte";50
"2015";"Euclides da Cunha Paulista";98
"2015";"Fartura";203
"2015";"Fernando Prestes";99
"2015";"Fernandópolis";1554
"2015";"Fernão";32
"2015";"Ferraz de Vasconcelos";919
"2015";"Flora Rica";23
"2015";"Floreal";39
"2015";"Flórida Paulista";962
"2015";"Florínea";285
"2015";"Franca";2359
"2015";"Francisco Morato";1082
"2015";"Franco da Rocha";1445
"2015";"Gabriel Monteiro";29
"2015";"Gália";334
"2015";"Garça";1942
"2015";"Gastão Vidigal";41
"2015";"Gavião Peixoto";28
"2015";"General Salgado";94
"2015";"Getulina";759
"2015";"Glicério";198
"2015";"Guaiçara";427
"2015";"Guaimbê";741
"2015";"Guaíra";1931
"2015";"Guapiaçu";508
"2015";"Guapiara";50
"2015";"Guará";274
"2015";"Guaraçaí";393
"2015";"Guaraci";184
"2015";"Guarani d'Oeste";57
"2015";"Guarantã";382
"2015";"Guararapes";2633
"2015";"Guararema";437
"2015";"Guaratinguetá";3392
"2015";"Guareí";48
"2015";"Guariba";627
"2015";"Guarujá";1993
"2015";"Guarulhos";27433
"2015";"Guatapará";283
"2015";"Guzolândia";122
"2015";"Herculândia";243
"2015";"Holambra";470
"2015";"Hortolândia";12441
"2015";"Iacanga";184
"2015";"Iacri";167
"2015";"Iaras";16
"2015";"Ibaté";850
"2015";"Ibirá";987
"2015";"Ibirarema";283
"2015";"Ibitinga";1111
"2015";"Ibiúna";168
"2015";"Icém";272
"2015";"Iepê";190
"2015";"Igaraçu do Tietê";118
"2015";"Igarapava";6
"2015";"Igaratá";218
"2015";"Iguape";571
"2015";"Ilha Comprida";318
"2015";"Ilha Solteira";1040
"2015";"Ilhabela";2392
"2015";"Indaiatuba";2443
"2015";"Indiana";99
"2015";"Indiaporã";56
"2015";"Inúbia Paulista";211
"2015";"Ipaussu";362
"2015";"Iperó";2361
"2015";"Ipeúna";214
"2015";"Ipiguá";152
"2015";"Ipuã";65
"2015";"Iracemápolis";1064
"2015";"Irapuã";181
"2015";"Irapuru";256
"2015";"Itaberá";86
"2015";"Itaí";92
"2015";"Itajobi";265
"2015";"Itaju";12
"2015";"Itanhaém";4698
"2015";"Itaoca";2
"2015";"Itapecerica da Serra";2489
"2015";"Itapetininga";964
"2015";"Itapeva";842
"2015";"Itapevi";2725
"2015";"Itapira";6577
"2015";"Itapirapuã Paulista";9
"2015";"Itápolis";919
"2015";"Itaporanga";130
"2015";"Itapuí";181
"2015";"Itapura";165
"2015";"Itaquaquecetuba";1033
"2015";"Itararé";422
"2015";"Itariri";617
"2015";"Itatiba";436
"2015";"Itatinga";59
"2015";"Itirapina";796
"2015";"Itirapuã";67
"2015";"Itobi";123
"2015";"Itu";5531
"2015";"Itupeva";297
"2015";"Ituverava";299
"2015";"Jaborandi";101
"2015";"Jaboticabal";625
"2015";"Jacareí";7809
"2015";"Jaci";398
"2015";"Jacupiranga";168
"2015";"Jaguariúna";1510
"2015";"Jales";3979
"2015";"Jambeiro";60
"2015";"Jandira";1292
"2015";"Jardinópolis";1149
"2015";"Jarinu";91
"2015";"Jaú";1765
"2015";"Joanópolis";25
"2015";"João Ramalho";74
"2015";"José Bonifácio";676
"2015";"Júlio Mesquita";610
"2015";"Jumirim";70
"2015";"Jundiaí";10250
"2015";"Junqueirópolis";874
"2015";"Juquiá";149
"2015";"Juquitiba";68
"2015";"Lagoinha";15
"2015";"Laranjal Paulista";352
"2015";"Lavínia";187
"2015";"Lavrinhas";7
"2015";"Leme";488
"2015";"Lençóis Paulista";885
"2015";"Limeira";29761
"2015";"Lindóia";74
"2015";"Lins";2361
"2015";"Lorena";3408
"2015";"Lourdes";156
"2015";"Louveira";1209
"2015";"Lucélia";464
"2015";"Lucianópolis";63
"2015";"Luís Antônio";463
"2015";"Luiziânia";57
"2015";"Lupércio";65
"2015";"Lutécia";74
"2015";"Macatuba";194
"2015";"Macaubal";118
"2015";"Macedônia";91
"2015";"Magda";76
"2015";"Mairinque";636
"2015";"Mairiporã";945
"2015";"Manduri";64
"2015";"Marabá Paulista";39
"2015";"Maracaí";668
"2015";"Marapoama";122
"2015";"Mariápolis";239
"2015";"Marília";19715
"2015";"Marinópolis";67
"2015";"Martinópolis";319
"2015";"Matão";1209
"2015";"Mauá";1633
"2015";"Mendonça";543
"2015";"Meridiano";145
"2015";"Mesópolis";112
"2015";"Miguelópolis";41
"2015";"Mineiros do Tietê";54
"2015";"Mira Estrela";98
"2015";"Miracatu";601
"2015";"Mirandópolis";963
"2015";"Mirante do Paranapanema";303
"2015";"Mirassol";612
"2015";"Mirassolândia";150
"2015";"Mococa";3475
"2015";"Mogi das Cruzes";3109
"2015";"Mogi Guaçu";13092
"2015";"Mogi Mirim";2587
"2015";"Mombuca";50
"2015";"Monções";70
"2015";"Mongaguá";749
"2015";"Monte Alegre do Sul";159
"2015";"Monte Alto";396
"2015";"Monte Aprazível";516
"2015";"Monte Azul Paulista";633
"2015";"Monte Castelo";138
"2015";"Monte Mor";1089
"2015";"Monteiro Lobato";2
"2015";"Morro Agudo";255
"2015";"Morungaba";52
"2015";"Motuca";51
"2015";"Murutinga do Sul";166
"2015";"Nantes";25
"2015";"Narandiba";129
"2015";"Natividade da Serra";25
"2015";"Nazaré Paulista";54
"2015";"Neves Paulista";768
"2015";"Nhandeara";239
"2015";"Nipoã";195
"2015";"Nova Aliança";264
"2015";"Nova Campina";5
"2015";"Nova Canaã Paulista";308
"2015";"Nova Castilho";2
"2015";"Nova Europa";95
"2015";"Nova Granada";211
"2015";"Nova Guataporanga";106
"2015";"Nova Independência";123
"2015";"Nova Luzitânia";50
"2015";"Nova Odessa";2228
"2015";"Novais";148
"2015";"Novo Horizonte";492
"2015";"Nuporanga";240
"2015";"Ocauçu";61
"2015";"Óleo";5
"2015";"Olímpia";983
"2015";"Onda Verde";996
"2015";"Oriente";218
"2015";"Orindiúva";254
"2015";"Orlândia";649
"2015";"Osasco";4422
"2015";"Oscar Bressane";89
"2015";"Osvaldo Cruz";936
"2015";"Ourinhos";6529
"2015";"Ouro Verde";266
"2015";"Ouroeste";388
"2015";"Pacaembu";288
"2015";"Palestina";652
"2015";"Palmares Paulista";911
"2015";"Palmeira d'Oeste";274
"2015";"Palmital";1257
"2015";"Panorama";322
"2015";"Paraguaçu Paulista";7026
"2015";"Paraibuna";113
"2015";"Paraíso";265
"2015";"Paranapanema";182
"2015";"Paranapuã";412
"2015";"Parapuã";466
"2015";"Pardinho";30
"2015";"Pariquera-Açu";479
"2015";"Parisi";59
"2015";"Patrocínio Paulista";139
"2015";"Paulicéia";200
"2015";"Paulínia";5157
"2015";"Paulistânia";18
"2015";"Paulo de Faria";132
"2015";"Pederneiras";832
"2015";"Pedra Bela";5
"2015";"Pedranópolis";119
"2015";"Pedregulho";68
"2015";"Pedreira";791
"2015";"Pedrinhas Paulista";91
"2015";"Pedro de Toledo";235
"2015";"Penápolis";3311
"2015";"Pereira Barreto";520
"2015";"Pereiras";91
"2015";"Peruíbe";2129
"2015";"Piacatu";44
"2015";"Piedade";375
"2015";"Pilar do Sul";65
"2015";"Pindamonhangaba";4849
"2015";"Pindorama";644
"2015";"Pinhalzinho";9
"2015";"Piquerobi";18
"2015";"Piquete";369
"2015";"Piracaia";458
"2015";"Piracicaba";8965
"2015";"Piraju";282
"2015";"Pirajuí";1566
"2015";"Pirangi";969
"2015";"Pirapora do Bom Jesus";369
"2015";"Pirapozinho";1567
"2015";"Pirassununga";4685
"2015";"Piratininga";490
"2015";"Pitangueiras";430
"2015";"Planalto";448
"2015";"Platina";65
"2015";"Poá";553
"2015";"Poloni";115
"2015";"Pompéia";931
"2015";"Pongaí";32
"2015";"Pontal";410
"2015";"Pontalinda";190
"2015";"Pontes Gestal";210
"2015";"Populina";116
"2015";"Porangaba";70
"2015";"Porto Feliz";2404
"2015";"Porto Ferreira";4804
"2015";"Potim";1242
"2015";"Potirendaba";347
"2015";"Pracinha";54
"2015";"Pradópolis";117
"2015";"Praia Grande";3331
"2015";"Pratânia";35
"2015";"Presidente Alves";57
"2015";"Presidente Bernardes";156
"2015";"Presidente Epitácio";669
"2015";"Presidente Prudente";7050
"2015";"Presidente Venceslau";637
"2015";"Promissão";463
"2015";"Quadra";42
"2015";"Quatá";417
"2015";"Queiroz";107
"2015";"Queluz";412
"2015";"Quintana";186
"2015";"Rafard";416
"2015";"Rancharia";530
"2015";"Redenção da Serra";3
"2015";"Regente Feijó";351
"2015";"Reginópolis";41
"2015";"Registro";546
"2015";"Restinga";94
"2015";"Ribeira";4
"2015";"Ribeirão Bonito";533
"2015";"Ribeirão Branco";52
"2015";"Ribeirão Corrente";18
"2015";"Ribeirão do Sul";181
"2015";"Ribeirão dos Índios";54
"2015";"Ribeirão Grande";33
"2015";"Ribeirão Pires";665
"2015";"Ribeirão Preto";13121
"2015";"Rifaina";141
"2015";"Rincão";393
"2015";"Rinópolis";458
"2015";"Rio Claro";23938
"2015";"Rio das Pedras";669
"2015";"Rio Grande da Serra";42
"2015";"Riolândia";343
"2015";"Riversul";17
"2015";"Rosana";993
"2015";"Roseira";324
"2015";"Rubiácea";158
"2015";"Rubinéia";68
"2015";"Sabino";158
"2015";"Sagres";62
"2015";"Sales";361
"2015";"Sales Oliveira";81
"2015";"Salesópolis";100
"2015";"Salmourão";139
"2015";"Saltinho";114
"2015";"Salto";5354
"2015";"Salto de Pirapora";1833
"2015";"Salto Grande";164
"2015";"Sandovalina";62
"2015";"Santa Adélia";453
"2015";"Santa Albertina";406
"2015";"Santa Bárbara d'Oeste";5927
"2015";"Santa Branca";255
"2015";"Santa Clara d'Oeste";150
"2015";"Santa Cruz da Conceição";47
"2015";"Santa Cruz da Esperança";20
"2015";"Santa Cruz das Palmeiras";964
"2015";"Santa Cruz do Rio Pardo";1100
"2015";"Santa Ernestina";248
"2015";"Santa Fé do Sul";675
"2015";"Santa Gertrudes";1168
"2015";"Santa Isabel";930
"2015";"Santa Lúcia";199
"2015";"Santa Maria da Serra";49
"2015";"Santa Mercedes";140
"2015";"Santa Rita d'Oeste";228
"2015";"Santa Rita do Passa Quatro";977
"2015";"Santa Rosa de Viterbo";522
"2015";"Santa Salete";83
"2015";"Santana da Ponte Pensa";69
"2015";"Santana de Parnaíba";1832
"2015";"Santo Anastácio";302
"2015";"Santo André";4402
"2015";"Santo Antônio da Alegria";48
"2015";"Santo Antônio de Posse";3276
"2015";"Santo Antônio do Aracanguá";107
"2015";"Santo Antônio do Jardim";87
"2015";"Santo Antônio do Pinhal";14
"2015";"Santo Expedito";14
"2015";"Santópolis do Aguapeí";114
"2015";"Santos";9238
"2015";"São Bento do Sapucaí";92
"2015";"São Bernardo do Campo";11584
"2015";"São Caetano do Sul";1628
"2015";"São Carlos";9635
"2015";"São Francisco";130
"2015";"São João da Boa Vista";6408
"2015";"São João das Duas Pontes";157
"2015";"São João de Iracema";34
"2015";"São João do Pau d'Alho";43
"2015";"São Joaquim da Barra";891
"2015";"São José da Bela Vista";54
"2015";"São José do Barreiro";141
"2015";"São José do Rio Pardo";1169
"2015";"São José do Rio Preto";30573
"2015";"São José dos Campos";22120
"2015";"São Lourenço da Serra";72
"2015";"São Luiz do Paraitinga";59
"2015";"São Manuel";531
"2015";"São Miguel Arcanjo";292
"2015";"São Paulo";85168
"2015";"São Pedro";550
"2015";"São Pedro do Turvo";347
"2015";"São Roque";1990
"2015";"São Sebastião";7922
"2015";"São Sebastião da Grama";83
"2015";"São Simão";374
"2015";"São Vicente";1272
"2015";"Sarapuí";93
"2015";"Sarutaiá";5
"2015";"Sebastianópolis do Sul";68
"2015";"Serra Azul";255
"2015";"Serra Negra";461
"2015";"Serrana";553
"2015";"Sertãozinho";1640
"2015";"Sete Barras";38
"2015";"Severínia";244
"2015";"Silveiras";32
"2015";"Socorro";970
"2015";"Sorocaba";69489
"2015";"Sud Mennucci";771
"2015";"Sumaré";17863
"2015";"Suzanápolis";311
"2015";"Suzano";559
"2015";"Tabapuã";1007
"2015";"Tabatinga";489
"2015";"Taboão da Serra";3413
"2015";"Taciba";39
"2015";"Taguaí";143
"2015";"Taiaçu";145
"2015";"Taiúva";108
"2015";"Tambaú";1883
"2015";"Tanabi";1943
"2015";"Tapiraí";13
"2015";"Tapiratiba";399
"2015";"Taquaral";81
"2015";"Taquaritinga";767
"2015";"Taquarituba";255
"2015";"Taquarivaí";16
"2015";"Tarabai";182
"2015";"Tarumã";557
"2015";"Tatuí";1302
"2015";"Taubaté";4785
"2015";"Tejupá";14
"2015";"Teodoro Sampaio";312
"2015";"Terra Roxa";144
"2015";"Tietê";948
"2015";"Timburi";1
"2015";"Torre de Pedra";30
"2015";"Torrinha";60
"2015";"Trabiju";249
"2015";"Tremembé";641
"2015";"Três Fronteiras";252
"2015";"Tuiuti";27
"2015";"Tupã";5160
"2015";"Tupi Paulista";976
"2015";"Turiúba";93
"2015";"Turmalina";44
"2015";"Ubarana";314
"2015";"Ubatuba";4865
"2015";"Ubirajara";119
"2015";"Uchoa";560
"2015";"União Paulista";53
"2015";"Urânia";1069
"2015";"Uru";51
"2015";"Urupês";213
"2015";"Valentim Gentil";237
"2015";"Valinhos";1926
"2015";"Valparaíso";516
"2015";"Vargem";2
"2015";"Vargem Grande do Sul";894
"2015";"Vargem Grande Paulista";528
"2015";"Várzea Paulista";2259
"2015";"Vera Cruz";495
"2015";"Vinhedo";2700
"2015";"Viradouro";196
"2015";"Vista Alegre do Alto";247
"2015";"Vitória Brasil";163
"2015";"Votorantim";5274
"2015";"Votuporanga";3341
"2015";"Zacarias";195
"2016";"Adamantina";359
"2016";"Adolfo";125
"2016";"Aguaí";46
"2016";"Águas da Prata";22
"2016";"Águas de Lindóia";71
"2016";"Águas de Santa Bárbara";18
"2016";"Águas de São Pedro";21
"2016";"Agudos";219
"2016";"Alambari";8
"2016";"Alfredo Marcondes";61
"2016";"Altair";29
"2016";"Altinópolis";52
"2016";"Alto Alegre";27
"2016";"Alumínio";96
"2016";"Álvares Florence";143
"2016";"Álvares Machado";490
"2016";"Álvaro de Carvalho";11
"2016";"Alvinlândia";11
"2016";"Americana";2841
"2016";"Américo Brasiliense";399
"2016";"Américo de Campos";41
"2016";"Amparo";803
"2016";"Analândia";37
"2016";"Andradina";1621
"2016";"Angatuba";240
"2016";"Anhembi";27
"2016";"Anhumas";116
"2016";"Aparecida";106
"2016";"Aparecida d'Oeste";124
"2016";"Apiaí";15
"2016";"Araçariguama";111
"2016";"Araçatuba";1647
"2016";"Araçoiaba da Serra";45
"2016";"Aramina";26
"2016";"Arandu";11
"2016";"Arapeí";2
"2016";"Araraquara";3378
"2016";"Araras";916
"2016";"Arco-Íris";27
"2016";"Arealva";54
"2016";"Areias";8
"2016";"Areiópolis";56
"2016";"Ariranha";42
"2016";"Artur Nogueira";242
"2016";"Arujá";367
"2016";"Aspásia";32
"2016";"Assis";492
"2016";"Atibaia";461
"2016";"Auriflama";205
"2016";"Avanhandava";33
"2016";"Avaré";125
"2016";"Bady Bassitt";233
"2016";"Balbinos";4
"2016";"Bálsamo";111
"2016";"Bananal";46
"2016";"Barbosa";73
"2016";"Bariri";17
"2016";"Barra Bonita";113
"2016";"Barra do Turvo";12
"2016";"Barretos";5461
"2016";"Barrinha";471
"2016";"Barueri";2127
"2016";"Bastos";353
"2016";"Batatais";4331
"2016";"Bauru";2469
"2016";"Bebedouro";614
"2016";"Bento de Abreu";25
"2016";"Bernardino de Campos";14
"2016";"Bertioga";1913
"2016";"Bilac";335
"2016";"Birigui";8196
"2016";"Biritiba Mirim";56
"2016";"Boa Esperança do Sul";95
"2016";"Bocaina";18
"2016";"Bofete";86
"2016";"Boituva";212
"2016";"Bom Jesus dos Perdões";84
"2016";"Borá";5
"2016";"Boracéia";109
"2016";"Borborema";220
"2016";"Borebi";2
"2016";"Botucatu";985
"2016";"Bragança Paulista";619
"2016";"Braúna";122
"2016";"Brejo Alegre";15
"2016";"Brodowski";416
"2016";"Brotas";226
"2016";"Buri";38
"2016";"Buritama";789
"2016";"Buritizal";89
"2016";"Cabrália Paulista";6
"2016";"Cabreúva";218
"2016";"Caçapava";489
"2016";"Cachoeira Paulista";157
"2016";"Caconde";38
"2016";"Cafelândia";112
"2016";"Caiabu";46
"2016";"Caieiras";386
"2016";"Caiuá";27
"2016";"Cajamar";299
"2016";"Cajati";63
"2016";"Cajobi";114
"2016";"Cajuru";46
"2016";"Campina do Monte Alegre";28
"2016";"Campinas";10496
"2016";"Campo Limpo Paulista";92
"2016";"Campos do Jordão";26
"2016";"Campos Novos Paulista";16
"2016";"Cananéia";35
"2016";"Canas";14
"2016";"Cândido Mota";132
"2016";"Cândido Rodrigues";77
"2016";"Canitar";4
"2016";"Capão Bonito";142
"2016";"Capela do Alto";60
"2016";"Capivari";785
"2016";"Caraguatatuba";606
"2016";"Carapicuíba";492
"2016";"Casa Branca";146
"2016";"Cássia dos Coqueiros";24
"2016";"Castilho";674
"2016";"Catanduva";784
"2016";"Catiguá";22
"2016";"Cedral";173
"2016";"Cerqueira César";8
"2016";"Cerquilho";97
"2016";"Cesário Lange";57
"2016";"Charqueada";54
"2016";"Chavantes";117
"2016";"Clementina";41
"2016";"Colina";416
"2016";"Colômbia";116
"2016";"Conchal";181
"2016";"Conchas";113
"2016";"Cordeirópolis";63
"2016";"Coroados";293
"2016";"Coronel Macedo";9
"2016";"Corumbataí";20
"2016";"Cosmópolis";91
"2016";"Cosmorama";26
"2016";"Cotia";680
"2016";"Cravinhos";287
"2016";"Cristais Paulista";47
"2016";"Cruzália";2
"2016";"Cruzeiro";276
"2016";"Cubatão";414
"2016";"Cunha";1
"2016";"Descalvado";169
"2016";"Diadema";1740
"2016";"Dirce Reis";57
"2016";"Divinolândia";20
"2016";"Dobrada";123
"2016";"Dois Córregos";74
"2016";"Dolcinópolis";117
"2016";"Dourado";41
"2016";"Dracena";194
"2016";"Duartina";14
"2016";"Dumont";370
"2016";"Echaporã";8
"2016";"Eldorado";6
"2016";"Elias Fausto";38
"2016";"Elisiário";16
"2016";"Embaúba";14
"2016";"Embu-Guaçu";150
"2016";"Embu das Artes";422
"2016";"Emilianópolis";20
"2016";"Engenheiro Coelho";175
"2016";"Espírito Santo do Pinhal";589
"2016";"Espírito Santo do Turvo";20
"2016";"Estiva Gerbi";63
"2016";"Estrela d'Oeste";148
"2016";"Estrela do Norte";239
"2016";"Euclides da Cunha Paulista";221
"2016";"Fartura";59
"2016";"Fernando Prestes";50
"2016";"Fernandópolis";1159
"2016";"Fernão";7
"2016";"Ferraz de Vasconcelos";150
"2016";"Flora Rica";7
"2016";"Floreal";12
"2016";"Flórida Paulista";139
"2016";"Florínea";7
"2016";"Franca";3991
"2016";"Francisco Morato";361
"2016";"Franco da Rocha";323
"2016";"Gabriel Monteiro";48
"2016";"Gália";3
"2016";"Garça";152
"2016";"Gastão Vidigal";10
"2016";"Gavião Peixoto";7
"2016";"General Salgado";228
"2016";"Getulina";32
"2016";"Glicério";87
"2016";"Guaiçara";79
"2016";"Guaimbê";41
"2016";"Guaíra";3884
"2016";"Guapiaçu";387
"2016";"Guapiara";34
"2016";"Guará";28
"2016";"Guaraçaí";328
"2016";"Guaraci";25
"2016";"Guarani d'Oeste";14
"2016";"Guarantã";114
"2016";"Guararapes";137
"2016";"Guararema";135
"2016";"Guaratinguetá";1037
"2016";"Guareí";11
"2016";"Guariba";219
"2016";"Guarujá";1363
"2016";"Guarulhos";5287
"2016";"Guatapará";118
"2016";"Guzolândia";38
"2016";"Herculândia";74
"2016";"Holambra";55
"2016";"Hortolândia";3538
"2016";"Iacanga";67
"2016";"Iacri";47
"2016";"Iaras";10
"2016";"Ibaté";178
"2016";"Ibirá";424
"2016";"Ibirarema";161
"2016";"Ibitinga";2289
"2016";"Ibiúna";120
"2016";"Icém";102
"2016";"Iepê";72
"2016";"Igaraçu do Tietê";132
"2016";"Igarapava";121
"2016";"Igaratá";23
"2016";"Iguape";2
"2016";"Ilha Comprida";35
"2016";"Ilha Solteira";562
"2016";"Ilhabela";1329
"2016";"Indaiatuba";700
"2016";"Indiana";55
"2016";"Indiaporã";81
"2016";"Inúbia Paulista";11
"2016";"Ipaussu";6
"2016";"Iperó";178
"2016";"Ipeúna";13
"2016";"Ipiguá";196
"2016";"Ipuã";141
"2016";"Iracemápolis";182
"2016";"Irapuã";14
"2016";"Irapuru";95
"2016";"Itaberá";26
"2016";"Itaí";6
"2016";"Itajobi";122
"2016";"Itaju";8
"2016";"Itanhaém";147
"2016";"Itaoca";1
"2016";"Itapecerica da Serra";396
"2016";"Itapetininga";225
"2016";"Itapeva";195
"2016";"Itapevi";408
"2016";"Itapira";813
"2016";"Itapirapuã Paulista";3
"2016";"Itápolis";1146
"2016";"Itaporanga";30
"2016";"Itapuí";34
"2016";"Itapura";62
"2016";"Itaquaquecetuba";281
"2016";"Itararé";146
"2016";"Itariri";10
"2016";"Itatiba";331
"2016";"Itatinga";11
"2016";"Itirapina";40
"2016";"Itirapuã";253
"2016";"Itobi";4
"2016";"Itu";6293
"2016";"Itupeva";120
"2016";"Ituverava";1369
"2016";"Jaborandi";160
"2016";"Jaboticabal";1191
"2016";"Jacareí";2225
"2016";"Jaci";184
"2016";"Jaguariúna";492
"2016";"Jales";2265
"2016";"Jambeiro";8
"2016";"Jandira";311
"2016";"Jardinópolis";4468
"2016";"Jarinu";51
"2016";"Jaú";697
"2016";"Jeriquara";1
"2016";"Joanópolis";1
"2016";"João Ramalho";101
"2016";"José Bonifácio";446
"2016";"Júlio Mesquita";107
"2016";"Jumirim";17
"2016";"Jundiaí";3369
"2016";"Junqueirópolis";117
"2016";"Juquiá";149
"2016";"Juquitiba";1
"2016";"Lagoinha";4
"2016";"Laranjal Paulista";55
"2016";"Lavínia";63
"2016";"Lavrinhas";18
"2016";"Leme";280
"2016";"Lençóis Paulista";146
"2016";"Limeira";2194
"2016";"Lindóia";19
"2016";"Lins";243
"2016";"Lorena";707
"2016";"Lourdes";54
"2016";"Louveira";101
"2016";"Lucélia";81
"2016";"Lucianópolis";15
"2016";"Luís Antônio";162
"2016";"Luiziânia";17
"2016";"Lupércio";4
"2016";"Lutécia";21
"2016";"Macatuba";40
"2016";"Macaubal";78
"2016";"Macedônia";95
"2016";"Magda";32
"2016";"Mairinque";139
"2016";"Mairiporã";622
"2016";"Manduri";30
"2016";"Marabá Paulista";30
"2016";"Maracaí";60
"2016";"Marapoama";4
"2016";"Mariápolis";29
"2016";"Marília";2127
"2016";"Marinópolis";22
"2016";"Martinópolis";616
"2016";"Matão";3097
"2016";"Mauá";1716
"2016";"Mendonça";186
"2016";"Meridiano";49
"2016";"Mesópolis";15
"2016";"Miguelópolis";199
"2016";"Mineiros do Tietê";41
"2016";"Mira Estrela";34
"2016";"Miracatu";55
"2016";"Mirandópolis";850
"2016";"Mirante do Paranapanema";862
